RA,Nome Anonimizado,Idade,Gênero,Ano ingresso,Fase,Turma,Instituição de ensino,PEDRA_CLASSIFICACAO,INDE_2024_CLEAN,IAN,IDA,IEG,IAA,IPS,IPP,IPV,Defasagem,Ativo/ Inativo,INDE 22,INDE 23,Pedra 22,Pedra 23,ANOS_NA_PM,RISCO_DEFASAGEM
RA-618,Aluno-618,15,Masculino,2021,3K,3K,Pública,Agata,6.718348148233334,5.0,4.166666666666667,8.324074074,10.002,6.88,6.666666667,6.826666667,-2,Cursando,7.180380522045855,6.4745,Ametista,Agata,3,0
RA-669,Aluno-669,12,Masculino,2022,3K,3K,Pública,Agata,6.6438703703,10.0,5.333333333333333,4.851851851666666,7.5,7.51,7.291666667,6.883333333,0,Cursando,7.475002333333333,7.345033333,Ametista,Ametista,2,0
RA-408,Aluno-408,14,Feminino,2022,3K,3K,Pública,Agata,6.5276296297,10.0,4.833333333333333,4.981481481666667,7.5,7.51,7.083333333,6.776666667,0,Cursando,6.725002000000001,7.242133333,Ágata,Ametista,2,0
RA-610,Aluno-610,11,Feminino,2022,3K,3K,Pública,Ametista,7.894888888933334,10.0,6.333333333333333,9.694444444333334,9.585,3.76,6.875,8.336666667,1,Cursando,8.180094592592592,8.2857,Topázio,Topázio,2,1
RA-409,Aluno-409,13,Feminino,2022,3K,3K,Pública,Topázio,8.225462962900002,10.0,7.166666666666667,9.231481481333333,9.585,7.51,7.916666667,7.223333333,0,Cursando,8.150001333333332,7.621466667,Topázio,Ametista,2,0
RA-464,Aluno-464,15,Feminino,2022,3L,3L,Pública,Agata,6.872009064333334,5.0,4.333333333333333,7.851461988333334,9.168,8.76,7.1875,7.1175,-1,Cursando,6.745479946323136,6.081675,Ágata,Agata,2,0
RA-1165,Aluno-1165,13,Feminino,2023,3L,3L,Pública,Ametista,7.908044272466667,10.0,8.0,6.829721362333333,8.751,8.135,6.875,7.83,0,Cursando,,7.880716667,,Ametista,1,0
RA-466,Aluno-466,15,Masculino,2022,3L,3L,Pública,Agata,6.778749122800001,5.0,4.0,7.223245614,8.751,8.76,7.5,7.665,-1,Cursando,6.825507272727274,6.595533333,Ágata,Agata,2,0
RA-414,Aluno-414,14,Feminino,2021,3L,3L,Pública,Ametista,7.187625925933334,10.0,6.0,8.429629629666666,7.917,7.51,6.25,5.67,0,Cursando,7.284286390189521,7.25025,Ametista,Ametista,3,0
RA-401,Aluno-401,14,Feminino,2021,3L,3L,Pública,Agata,6.728911403533334,10.0,4.833333333333333,6.839473684333334,6.666,6.885,6.5625,6.915,0,Cursando,6.64462715942029,6.363666667,Ágata,Agata,3,0
RA-1141,Aluno-1141,13,Feminino,2023,3L,3L,Pública,Agata,6.793890866866667,10.0,4.166666666666667,6.191537667666666,9.585,7.51,6.5625,6.7825,0,Cursando,,7.2757,,Ametista,1,0
RA-592,Aluno-592,12,Feminino,2021,3L,3L,Privada,Ametista,7.121622213600001,10.0,7.833333333333333,6.108152734666667,7.917,2.51,7.65625,7.625,1,Cursando,7.381391333333333,7.935466667,Ametista,Ametista,3,1
RA-474,Aluno-474,15,Masculino,2021,3L,3L,Pública,Agata,6.024753703733333,5.0,3.0,5.818518518666667,9.168,7.51,7.1875,6.8725,-1,Cursando,6.445832675903806,5.283583333,Ágata,Quartzo,3,0
RA-602,Aluno-602,13,Masculino,2021,3L,3L,Pública,Topázio,8.647409313733334,10.0,7.333333333333333,9.670588235333334,9.585,7.51,8.28125,8.545,0,Cursando,8.040676603174603,8.5592,Ametista,Topázio,3,0
RA-666,Aluno-666,12,Masculino,2022,3L,3L,Pública,Topázio,8.185838802933334,10.0,7.166666666666667,7.881527348,10.002,7.51,7.5,8.375,0,Cursando,7.928601818181819,8.720366667,Ametista,Topázio,2,0
RA-604,Aluno-604,12,Feminino,2021,3L,3L,Pública,Ametista,7.429623555266667,10.0,7.0,7.5029927763333335,8.334,8.13,6.40625,6.21,1,Cursando,8.018089853232116,8.548033333,Ametista,Topázio,3,1
RA-476,Aluno-476,14,Feminino,2021,3L,3L,Pública,Agata,6.7359982456,10.0,4.5,6.5964912280000005,7.917,7.51,6.25,6.745,0,Cursando,6.930756190476192,6.492408333,Ágata,Agata,3,0
RA-423,Aluno-423,14,Feminino,2022,3L,3L,Pública,Agata,6.616193704866666,10.0,4.333333333333333,6.501135191,5.833,8.13,6.875,6.8275,0,Cursando,6.646760592592592,6.607533333,Ágata,Agata,2,0
RA-631,Aluno-631,14,Masculino,2022,3L,3L,Pública,Agata,6.795673420466667,10.0,4.166666666666667,7.2122004356666665,8.334,8.75,5.625,6.245,0,Cursando,6.927631024851692,5.954666667,Ágata,Quartzo,2,0
RA-658,Aluno-658,12,Feminino,2022,3M,3M,Pública,Ametista,7.507033333333333,10.0,3.6666666666666665,10.0,8.751,8.135,7.375,6.738,1,Cursando,7.406743477025898,8.438533333,Ametista,Topázio,2,1
RA-1540,Aluno-1540,14,Feminino,2024,3M,3M,Pública,Quartzo,5.696233333333334,5.0,2.6666666666666665,5.0,8.334,7.51,7.125,6.83,-1,Cursando,,,,,0,0
RA-1541,Aluno-1541,13,Masculino,2024,3M,3M,Pública,Topázio,8.337,10.0,8.166666666666666,8.633333333333333,9.168,6.88,8.25,7.736,0,Cursando,,,,,0,0
RA-1114,Aluno-1114,12,Feminino,2023,3M,3M,Pública,Ametista,7.437466666666667,10.0,5.0,9.533333333333333,8.751,2.51,8.375,7.836,0,Cursando,,7.5667,,Ametista,1,0
RA-662,Aluno-662,13,Feminino,2022,3M,3M,Pública,Ametista,7.1074778554666675,10.0,4.166666666666667,7.6107226106666666,7.917,7.51,7.625,7.234,0,Cursando,7.044440865959365,6.733566667,Ametista,Agata,2,0
RA-760,Aluno-760,13,Masculino,2021,3M,3M,Pública,Agata,6.942581818200001,10.0,5.0,7.090909091,9.168,7.51,6.25,6.158,0,Cursando,8.172164185520362,6.548333333,Topázio,Agata,3,0
RA-1542,Aluno-1542,16,Feminino,2024,3M,3M,Pública,Agata,6.0886079922,5.0,3.1666666666666665,6.304873294333333,7.501,8.135,7.375,6.966,-2,Cursando,,,,,0,0
RA-404,Aluno-404,14,Feminino,2021,3M,3M,Pública,Agata,6.624588235266668,10.0,5.666666666666667,6.286274509666666,8.334,2.51,7.5,6.998,0,Cursando,6.658016026362202,6.7093,Ágata,Agata,3,0
RA-1119,Aluno-1119,14,Feminino,2023,3M,3M,Pública,Ametista,7.388266666666667,5.0,5.666666666666667,8.716666666666667,9.585,7.51,7.625,7.698,-1,Cursando,,7.192,,Ametista,1,0
RA-1116,Aluno-1116,15,Masculino,2023,3M,3M,Pública,Quartzo,3.7894777778,5.0,2.3333333333333335,3.3555555556666667,0.0,6.26,5.125,5.066,-1,Cursando,,6.956533333,,Agata,1,0
RA-667,Aluno-667,13,Masculino,2021,3M,3M,Pública,Ametista,7.177130604266668,10.0,4.666666666666667,7.038986354666666,9.168,7.51,7.75,6.966,0,Cursando,5.84372876673568,6.774866667,Quartzo,Agata,3,0
RA-605,Aluno-605,13,Feminino,2021,3M,3M,Pública,Agata,6.0175222222,10.0,2.6666666666666665,6.194444444333333,7.5,6.885,7.0,5.534,0,Cursando,7.276307053600185,7.709366667,Ametista,Ametista,3,0
RA-1543,Aluno-1543,14,Masculino,2024,3M,3M,Pública,Agata,6.754584615400001,5.0,5.0,8.076923077,7.5,7.51,7.25,7.066,-1,Cursando,,,,,0,0
RA-1118,Aluno-1118,14,Feminino,2023,3M,3M,Pública,Ametista,7.0305545924,10.0,3.8333333333333335,7.846439628666666,7.084,9.38,6.75,6.866,0,Cursando,,7.163833333,,Ametista,1,0
RA-1544,Aluno-1544,14,Feminino,2024,3M,3M,Pública,Agata,6.905568627466667,5.0,5.833333333333333,8.674509804,8.334,6.885,6.625,6.598,-1,Cursando,,,,,0,0
RA-1545,Aluno-1545,12,Feminino,2024,3N,3N,Pública,Ametista,7.296598575533334,10.0,8.166666666666666,6.210826211,7.501,8.13,6.25,6.165,0,Cursando,,,,,0,0
RA-1127,Aluno-1127,12,Feminino,2023,3N,3N,Pública,Topázio,8.180966666666668,10.0,5.833333333333333,10.0,9.168,7.51,8.125,7.67,0,Cursando,,8.3167,,Topázio,1,0
RA-1129,Aluno-1129,12,Masculino,2023,3N,3N,Pública,Ametista,7.360417647066668,10.0,6.833333333333333,7.137254902,9.168,8.13,6.875,5.745,0,Cursando,,7.309333333,,Ametista,1,0
RA-1546,Aluno-1546,14,Masculino,2024,3N,3N,Pública,Agata,6.900662108266667,10.0,4.666666666666667,6.374643874666667,8.334,8.75,7.5,6.17,0,Cursando,,,,,0,0
RA-1130,Aluno-1130,12,Masculino,2023,3N,3N,Pública,Agata,6.563952941199999,10.0,4.333333333333333,6.278431372666667,8.751,8.13,6.875,5.33,0,Cursando,,8.0037,,Topázio,1,0
RA-1168,Aluno-1168,14,Feminino,2023,3N,3N,Pública,Agata,6.864053921600001,5.0,5.666666666666667,7.682352941333334,9.585,7.51,7.1875,6.33,-1,Cursando,,5.886625,,Quartzo,1,0
RA-613,Aluno-613,15,Masculino,2021,3N,3N,Pública,Ametista,7.4019,5.0,7.333333333333333,9.566666666666666,8.334,7.51,6.875,6.25,-1,Cursando,8.12134394356261,6.864508333,Topázio,Agata,3,0
RA-433,Aluno-433,14,Masculino,2022,3N,3N,Pública,Ametista,7.218157142866668,10.0,4.833333333333333,8.380952381,7.918,8.13,6.875,6.415,0,Cursando,5.557438118548119,6.5982,Quartzo,Agata,2,0
RA-1547,Aluno-1547,14,Feminino,2024,3N,3N,Pública,Agata,6.748480626800001,5.0,6.666666666666667,6.467236467333334,7.917,8.13,7.5,6.335,-1,Cursando,,,,,0,0
RA-1548,Aluno-1548,13,Feminino,2024,3N,3N,Pública,Agata,6.482499715066667,10.0,4.833333333333333,5.2421652420000004,8.334,7.51,7.5,5.665,0,Cursando,,,,,0,0
RA-304,Aluno-304,16,Masculino,2021,3N,3N,Pública,Agata,6.852411484600001,2.5,7.166666666666667,7.826890756333333,10.002,7.51,6.875,5.825,-3,Cursando,6.355207500000001,6.241583333,Ágata,Agata,3,0
RA-1549,Aluno-1549,15,Masculino,2024,3N,3N,Pública,Agata,6.514862200466668,5.0,4.166666666666667,7.441394335666668,9.585,7.51,7.1875,6.325,-2,Cursando,,,,,0,0
RA-632,Aluno-632,12,Feminino,2022,3P,3P,Pública,Ametista,7.515491249000001,10.0,4.166666666666667,8.999164578333334,7.917,6.875,8.28125,7.875,0,Cursando,6.995504201058202,7.8768,Ágata,Ametista,2,0
RA-633,Aluno-633,13,Feminino,2021,3P,3P,Pública,Quartzo,5.228470175466667,10.0,3.3333333333333335,4.707017544,4.584,2.51,6.875,6.1175,0,Cursando,7.475860455026456,6.6552,Ametista,Agata,3,0
RA-1137,Aluno-1137,11,Feminino,2023,3P,3P,Pública,Ametista,7.1837526524666675,10.0,3.5,7.588638262333333,8.334,8.13,8.28125,7.4575,1,Cursando,,8.743366667,,Topázio,1,1
RA-646,Aluno-646,14,Masculino,2021,3P,3P,Pública,Ametista,7.715491666666668,5.0,6.166666666666667,9.266666666666667,10.002,7.51,8.28125,7.7475,-1,Cursando,8.18081096969697,8.3547,Topázio,Topázio,3,0
RA-1550,Aluno-1550,15,Masculino,2024,3P,3P,Pública,Agata,6.064236111066667,5.0,4.333333333333333,5.222222222,9.585,7.51,7.03125,6.2025,-1,Cursando,,,,,0,0
RA-1139,Aluno-1139,12,Masculino,2023,3P,3P,Pública,Agata,6.906276357600001,10.0,4.666666666666667,6.152715121333333,8.334,7.51,7.5,7.04,1,Cursando,,7.6647,,Ametista,1,1
RA-444,Aluno-444,14,Masculino,2021,3P,3P,Pública,Quartzo,5.410188638266668,5.0,3.6666666666666665,6.377276524666667,8.334,2.51,6.25,5.96,-1,Cursando,6.664746446689114,5.958791667,Ágata,Quartzo,3,0
RA-445,Aluno-445,14,Masculino,2022,3P,3P,Pública,Ametista,7.3416246032,10.0,4.0,8.715873016,7.917,7.51,7.8125,7.3725,0,Cursando,6.923613111111111,7.9087,Ágata,Ametista,2,0
RA-639,Aluno-639,12,Feminino,2021,3P,3P,Pública,Quartzo,5.7693807644,10.0,3.8333333333333335,5.278195488666667,7.917,2.51,6.71875,6.1625,0,Cursando,6.613163153439154,7.5853,Ágata,Ametista,3,0
RA-1142,Aluno-1142,12,Feminino,2023,3P,3P,Pública,Topázio,8.390566666666668,10.0,8.5,9.133333333333333,8.334,7.51,8.125,7.335,0,Cursando,,9.175033333,,Topázio,1,0
RA-1551,Aluno-1551,15,Masculino,2024,3P,3P,Pública,Quartzo,5.9717087542,5.0,3.5,4.7710437709999995,9.585,7.51,7.5,6.79,-2,Cursando,,,,,0,0
RA-458,Aluno-458,15,Masculino,2021,3P,3P,Pública,Quartzo,5.680161507933333,5.0,4.0,3.7396825396666666,8.751,6.88,7.03125,6.83,-1,Cursando,6.511662330532213,6.312083333,Ágata,Agata,3,0
RA-1552,Aluno-1552,13,Masculino,2024,3P,3P,Pública,Ametista,7.443301282066667,10.0,3.1666666666666665,9.743589743666666,9.585,7.51,7.1875,7.165,0,Cursando,,,,,0,0
RA-1170,Aluno-1170,15,Masculino,2023,3P,3P,Pública,Agata,6.095440873,5.0,3.5,5.565079365,9.168,8.13,7.03125,6.7475,-2,Cursando,,6.874683333,,Agata,1,0
RA-642,Aluno-642,12,Feminino,2021,3P,3P,Pública,Ametista,7.082591269866667,10.0,4.0,9.149206349333333,9.585,3.76,7.1875,6.9975,0,Cursando,7.750398603174604,8.416866667,Ametista,Topázio,3,0
RA-1553,Aluno-1553,13,Masculino,2024,3R,3R,Pública,Ametista,7.641184313700001,10.0,4.333333333333333,9.003921568666668,8.334,7.51,8.333333333,7.78,0,Cursando,,,,,0,0
RA-1554,Aluno-1554,15,Masculino,2024,3R,3R,Pública,Agata,6.941692592633334,5.0,4.0,9.629629629666667,6.666,8.76,7.291666667,7.22,-2,Cursando,,,,,0,0
RA-649,Aluno-649,14,Feminino,2021,3R,3R,Pública,Agata,6.985329691766667,10.0,3.6666666666666665,6.004481792666667,8.751,8.76,8.333333333,7.333333333,0,Cursando,7.301750696192697,7.579533333,Ametista,Ametista,3,0
RA-1136,Aluno-1136,14,Feminino,2023,3R,3R,Pública,Quartzo,5.458179831866667,5.0,1.6666666666666667,4.547899159666667,8.751,8.135,7.5,6.383333333,-1,Cursando,,6.7351,,Agata,1,0
RA-653,Aluno-653,13,Feminino,2022,3R,3R,Pública,Topázio,8.103217647033333,10.0,5.166666666666667,9.537254901999999,8.751,8.76,8.333333333,7.89,0,Cursando,8.100927925925927,7.385666667,Topázio,Ametista,2,0
RA-456,Aluno-456,13,Feminino,2022,3R,3R,Pública,Topázio,8.331124561366668,10.0,6.5,9.382456140333334,7.083,7.51,9.166666667,8.893333333,0,Cursando,7.192527343915344,7.518,Ametista,Ametista,2,0
RA-655,Aluno-655,14,Feminino,2021,3R,3R,Pública,Topázio,8.238600000066668,10.0,6.833333333333333,10.0,7.501,8.76,8.125,7.166666667,0,Cursando,7.7853369992229995,8.3198,Ametista,Topázio,3,0
RA-656,Aluno-656,13,Feminino,2021,3R,3R,Pública,Agata,6.668152941266667,10.0,4.166666666666667,5.978431372666667,9.168,7.51,7.5,6.106666667,0,Cursando,6.65156698989899,6.780833333,Ágata,Agata,3,0
RA-657,Aluno-657,13,Feminino,2021,3R,3R,Pública,Topázio,8.207433333400001,10.0,7.5,9.6,8.751,6.885,8.125,7.056666667,0,Cursando,8.093255968253969,8.3532,Topázio,Topázio,3,0
RA-1555,Aluno-1555,13,Masculino,2024,3R,3R,Pública,Ametista,7.4827333334,10.0,3.0,10.0,8.334,6.255,8.125,8.056666667,0,Cursando,,,,,0,0
RA-461,Aluno-461,13,Feminino,2021,3R,3R,Pública,Ametista,7.5447559291,10.0,4.5,9.182446312,8.751,7.51,7.708333333,7.056666667,0,Cursando,5.451260674038036,7.2379,Quartzo,Ametista,3,0
RA-398,Aluno-398,12,Feminino,2022,3U,3U,Pública,Ametista,7.2457999999666685,10.0,8.0,5.733333333333333,7.083,7.51,7.291666667,6.553333333,0,Cursando,7.741668666666667,7.153766667,Ametista,Ametista,2,0
RA-586,Aluno-586,11,Feminino,2021,3U,3U,Privada - Programa de Apadrinhamento,Topázio,8.702387301666668,10.0,8.5,9.241269841333333,9.168,7.51,8.75,8.056666667,1,Cursando,7.987503111111112,8.4242,Ametista,Topázio,3,1
RA-623,Aluno-623,15,Masculino,2022,3U,3U,Pública,Agata,6.357733333300001,5.0,4.0,7.3999999999999995,8.334,6.885,6.458333333,7.05,-1,Cursando,7.523833791887125,7.8307,Ametista,Ametista,2,0
RA-588,Aluno-588,11,Feminino,2021,3U,3U,Privada - Programa de Apadrinhamento,Topázio,8.676133333333334,10.0,7.833333333333333,9.833333333333334,9.168,7.51,8.75,8.0,1,Cursando,8.622225333333333,8.3527,Topázio,Topázio,3,1
RA-626,Aluno-626,13,Masculino,2021,3U,3U,Pública,Agata,6.407590225500001,10.0,5.333333333333333,3.380451127666667,9.585,6.885,7.291666667,6.443333333,0,Cursando,5.818056666666667,7.231033333,Quartzo,Ametista,3,0
RA-1556,Aluno-1556,14,Masculino,2024,3U,3U,Pública,Agata,6.666811111166668,10.0,4.0,5.222222222333333,7.917,7.51,7.916666667,7.44,0,Cursando,,,,,0,0
RA-455,Aluno-455,14,Feminino,2022,3U,3U,Pública,Ametista,7.098988888900001,10.0,4.5,6.111111111,8.751,8.13,8.333333333,7.276666667,0,Cursando,6.875668240944242,,Ágata,,2,0
RA-614,Aluno-614,14,Masculino,2021,3U,3U,Pública,Ametista,7.8284999999666685,5.0,6.833333333333333,9.700000000000001,9.585,7.51,7.916666667,7.603333333,-1,Cursando,8.339199975308643,8.2282,Topázio,Topázio,3,0
RA-434,Aluno-434,13,Masculino,2022,3U,3U,Pública,Agata,6.610947619100001,10.0,5.5,5.061904762,7.084,7.51,7.291666667,6.55,0,Cursando,7.403129618406286,7.069766667,Ametista,Ametista,2,0
RA-603,Aluno-603,12,Masculino,2022,3U,3U,Pública,Agata,6.942277777866667,10.0,4.666666666666667,7.155555555666666,9.585,6.885,6.875,6.216666667,0,Cursando,7.779763904761905,6.748833333,Ametista,Agata,2,0
RA-1133,Aluno-1133,11,Feminino,2023,3U,3U,Pública,Topázio,8.238553968266668,10.0,4.5,9.841269841333334,9.168,8.75,8.125,8.83,1,Cursando,,8.600033333,,Topázio,1,1
RA-616,Aluno-616,14,Masculino,2021,3U,3U,Pública,Quartzo,5.457877193033333,10.0,3.8333333333333335,3.087719298333333,7.5,6.885,6.458333333,4.946666667,0,Cursando,7.303241851851853,5.612,Ametista,Quartzo,3,0
RA-1134,Aluno-1134,12,Masculino,2023,3U,3U,Pública,Ametista,7.7564571427,10.0,6.0,8.914285714,8.751,7.51,7.708333333,6.883333333,0,Cursando,,7.769866667,,Ametista,1,0
RA-1557,Aluno-1557,14,Feminino,2024,3U,3U,Pública,Topázio,8.228500000033334,10.0,7.0,8.916666666666666,9.585,7.51,7.916666667,7.72,0,Cursando,,,,,0,0
RA-670,Aluno-670,12,Feminino,2022,3U,3U,Privada - Programa de Apadrinhamento,Topázio,8.8602539683,10.0,8.666666666666666,9.441269841333334,9.585,7.51,8.958333333,8.166666667,1,Cursando,7.451335164578111,8.6067,Ametista,Topázio,2,1
RA-620,Aluno-620,14,Masculino,2021,3U,3U,Pública,Quartzo,5.766892063566667,10.0,2.5,3.9841269843333333,8.334,7.51,7.083333333,5.886666667,0,Cursando,6.017619047619047,7.043666667,Ágata,Ametista,3,0
RA-1149,Aluno-1149,15,Feminino,2023,4A,4A,Pública,Topázio,8.1371,5.0,6.0,10.0,8.334,10.0,8.625,8.706,-1,Cursando,,7.410108333,,Ametista,1,0
RA-1558,Aluno-1558,16,Masculino,2024,4A,4A,Pública,Ametista,7.643772047733333,5.0,5.5,8.705360238666666,9.168,8.755,8.5,8.302,-1,Cursando,,,,,0,0
RA-326,Aluno-326,14,Feminino,2022,4A,4A,Privada,Topázio,8.832389092333335,10.0,9.333333333333334,8.973112128333334,9.168,6.26,8.875,8.704,1,Cursando,8.219954610229276,8.65075,Topázio,Topázio,2,1
RA-339,Aluno-339,13,Feminino,2021,4A,4A,Pública,Ametista,7.711540746133334,10.0,8.166666666666666,7.155537064000001,7.5,5.635,8.0,7.668,1,Cursando,8.48808864197531,7.377583333,Topázio,Ametista,3,1
RA-179,Aluno-179,13,Masculino,2022,4A,4A,Privada,Topázio,8.932712280733334,10.0,8.166666666666666,9.407894737,9.168,9.38,8.75,8.44,1,Cursando,7.992900671071327,8.437641667,Ametista,Topázio,2,1
RA-1559,Aluno-1559,15,Feminino,2024,4A,4A,Pública,Agata,6.330428437666668,5.0,4.666666666666667,5.2929755216666665,7.917,6.885,8.375,7.604,-1,Cursando,,,,,0,0
RA-332,Aluno-332,15,Masculino,2021,4A,4A,Privada - Programa de Apadrinhamento,Topázio,8.421271701,10.0,7.0,7.605358505000001,9.585,9.38,8.625,8.706,1,Cursando,7.882917128747796,8.002591667,Ametista,Topázio,3,1
RA-1560,Aluno-1560,14,Feminino,2024,4A,4A,Privada,Topázio,8.4721031746,10.0,8.166666666666666,9.206349206333334,9.168,5.635,8.5,8.336,1,Cursando,,,,,0,1
RA-1153,Aluno-1153,15,Feminino,2021,4A,4A,Privada - Programa de Apadrinhamento,Topázio,8.268876190466667,5.0,8.5,9.702380952333334,8.751,5.635,8.75,9.074,-1,Cursando,,7.968658333,,Ametista,3,0
RA-183,Aluno-183,15,Feminino,2022,4A,4A,Pública,Topázio,8.266902371533334,10.0,7.5,9.249011857666666,7.917,6.26,8.25,8.372,0,Cursando,7.3003789545454545,7.586241667,Ametista,Ametista,2,0
RA-199,Aluno-199,15,Masculino,2022,4A,4A,Privada,Ametista,7.419398245666667,5.0,7.166666666666667,7.554824561666667,8.334,6.88,8.125,8.206,-1,Cursando,7.5636047979797985,7.892341667,Ametista,Ametista,2,0
RA-1561,Aluno-1561,16,Masculino,2024,4A,4A,Pública,Ametista,7.9402206349333335,5.0,9.0,9.174603174666666,9.585,5.0,8.0,7.734,-1,Cursando,,,,,0,0
RA-336,Aluno-336,15,Masculino,2021,4A,4A,Pública,Agata,6.834286748466667,10.0,5.833333333333333,5.512100409000001,7.5,6.26,7.5,7.196,0,Cursando,6.787123434343435,5.887708333,Ágata,Quartzo,3,0
RA-347,Aluno-347,14,Feminino,2021,4A,4A,Pública,Topázio,8.384742583733333,10.0,7.666666666666667,9.673046251999999,8.751,6.885,8.0,7.766,1,Cursando,7.908336,7.61835,Ametista,Ametista,3,1
RA-397,Aluno-397,16,Feminino,2021,4A,4A,Pública,Agata,6.807291921866668,5.0,5.666666666666667,7.885292942666666,7.918,5.63,7.625,7.398,-2,Cursando,5.8522472498487605,6.207083333,Quartzo,Agata,3,0
RA-338,Aluno-338,14,Masculino,2021,4B,4B,Pública,Topázio,8.052795331466667,10.0,6.833333333333333,7.441643324,9.168,7.51,7.625,8.8375,0,Cursando,6.837216877492878,8.287441667,Ágata,Topázio,3,0
RA-392,Aluno-392,16,Masculino,2022,4B,4B,Pública,Quartzo,4.3639463364,5.0,1.0,5.414731682,9.585,5.635,3.5,3.545,-1,Cursando,6.417875178463399,6.567208333,Ágata,Agata,2,0
RA-352,Aluno-352,13,Masculino,2021,4B,4B,Pública,Quartzo,5.9794829346,10.0,3.1666666666666665,4.453748006333333,8.334,6.26,6.375,6.7925,1,Cursando,7.834006201914523,7.840341667,Ametista,Ametista,3,1
RA-1562,Aluno-1562,16,Feminino,2024,4B,4B,Pública,Quartzo,5.458833333333334,5.0,0.5,8.666666666666666,6.25,5.01,6.25,6.8725,-2,Cursando,,,,,0,0
RA-367,Aluno-367,13,Feminino,2021,4B,4B,Pública,Ametista,7.209434085200001,10.0,5.0,7.268170426,9.168,6.26,6.875,7.6275,1,Cursando,6.950124578570855,7.38685,Ágata,Ametista,3,1
RA-1563,Aluno-1563,15,Feminino,2024,4B,4B,Pública,Ametista,7.604211111133335,5.0,7.0,8.305555555666666,8.751,7.51,7.25,8.46,-1,Cursando,,,,,0,0
RA-1564,Aluno-1564,15,Masculino,2024,4B,4B,Pública,Quartzo,5.0761468806000005,5.0,2.1666666666666665,4.942067736333334,8.334,6.885,5.75,5.2875,-1,Cursando,,,,,0,0
RA-1565,Aluno-1565,16,Masculino,2024,4B,4B,Pública,Quartzo,5.816448179266667,5.0,5.5,8.102240896333333,0.0,7.51,6.375,6.0375,-1,Cursando,,,,,0,0
RA-1566,Aluno-1566,17,Feminino,2024,4B,4B,Pública,Ametista,7.759243871133334,5.0,6.5,9.247219355666667,9.168,7.51,7.75,8.335,-2,Cursando,,,,,0,0
RA-1567,Aluno-1567,16,Feminino,2024,4B,4B,Pública,Ametista,7.913942087533334,5.0,8.166666666666666,8.771043771,8.334,7.51,7.75,8.335,-2,Cursando,,,,,0,0
RA-356,Aluno-356,14,Masculino,2021,4B,4B,Pública,Agata,6.627336016533334,10.0,5.333333333333333,6.656346749333334,8.334,5.635,5.25,6.5375,1,Cursando,6.689521871961853,6.452008333,Ágata,Agata,3,1
RA-1568,Aluno-1568,15,Feminino,2024,4B,4B,Pública,Ametista,7.8003261438000004,5.0,8.166666666666666,7.493464052333334,9.168,7.51,8.0,8.5025,-1,Cursando,,,,,0,0
RA-247,Aluno-247,14,Feminino,2021,4B,4B,Pública,Agata,6.646485739800001,10.0,4.333333333333333,8.306595365666666,0.0,6.26,7.75,8.5875,0,Cursando,7.720170621212121,7.221958333,Ametista,Ametista,3,0
RA-204,Aluno-204,15,Feminino,2021,4B,4B,Pública,Ametista,7.838218894866668,10.0,7.5,6.827094474333333,9.168,6.26,7.125,8.5875,0,Cursando,6.943054722222223,7.557558333,Ágata,Ametista,3,0
RA-1569,Aluno-1569,17,Feminino,2024,4B,4B,Pública,Quartzo,5.7191555556,5.0,2.1666666666666665,7.111111111333334,6.666,6.26,6.875,6.9175,-2,Cursando,,,,,0,0
RA-1570,Aluno-1570,16,Feminino,2024,4B,4B,Pública,Ametista,7.894084175066667,5.0,8.333333333333334,7.542087542,9.585,7.51,7.75,8.6725,-1,Cursando,,,,,0,0
RA-1571,Aluno-1571,16,Masculino,2024,4B,4B,Pública,Ametista,7.2484555556,5.0,5.666666666666667,9.111111111333335,8.334,5.005,7.5,8.545,-1,Cursando,,,,,0,0
RA-1572,Aluno-1572,15,Feminino,2024,4C,4C,Pública,Topázio,8.080345634866667,5.0,7.5,9.841269841333334,9.168,7.51,7.65625,8.393333333,-1,Cursando,,,,,0,0
RA-1150,Aluno-1150,17,Masculino,2023,4C,4C,Pública,Ametista,7.1023212964,5.0,6.833333333333333,6.481481481666667,8.334,7.51,7.65625,7.946666667,-2,Cursando,,7.076008333,,Ametista,1,0
RA-1573,Aluno-1573,16,Masculino,2024,4C,4C,Pública,Agata,6.743847969266667,5.0,5.0,6.120448179333334,9.168,6.26,7.65625,8.556666667,-1,Cursando,,,,,0,0
RA-1574,Aluno-1574,16,Feminino,2024,4C,4C,Pública,Ametista,7.777244180000001,5.0,7.333333333333333,8.399470899666667,8.751,7.51,7.8125,8.616666667,-1,Cursando,,,,,0,0
